TransactionID,id_01,id_02,id_03,id_04,id_05,id_06,id_07,id_08,id_09,id_10,id_11,id_12,id_13,id_14,id_15,id_16,id_17,id_18,id_19,id_20,id_21,id_22,id_23,id_24,id_25,id_26,id_27,id_28,id_29,id_30,id_31,id_32,id_33,id_34,id_35,id_36,id_37,id_38,DeviceType,DeviceInfo
3080845,-5.0,156518.0,,,23.0,-81.0,,,0.0,0.0,93.66999816894533,NotFound,52.0,-300.0,New,NotFound,166.0,15.0,373.0,500.0,,,,,,,,Found,Found,Windows 7,ie 11.0 for desktop,24.0,1440x900,match_status:2,T,F,T,T,desktop,Trident/7.0
3080892,-5.0,550096.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,-300.0,New,NotFound,166.0,,215.0,597.0,,,,,,,,New,NotFound,Android 7.1.1,chrome 63.0 for android,32.0,,match_status:2,T,F,T,F,mobile,SM-N950U Build/NMF26X
3080934,-5.0,41890.0,,,9.0,0.0,,,,,100.0,NotFound,49.0,-300.0,New,NotFound,166.0,,352.0,333.0,,,,,,,,New,NotFound,iOS 11.2.1,mobile safari 11.0,32.0,2208x1242,match_status:1,T,F,F,T,mobile,iOS Device
3080936,-5.0,131589.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,-300.0,Found,Found,166.0,,529.0,600.0,,,,,,,,Found,Found,Windows 7,ie 11.0 for desktop,24.0,1920x1080,match_status:2,T,F,T,T,desktop,Trident/7.0
3080947,-5.0,38121.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,-360.0,New,NotFound,166.0,,454.0,214.0,,,,,,,,New,NotFound,iOS 11.0.3,mobile safari 11.0,32.0,2048x1536,match_status:1,T,F,F,T,mobile,iOS Device
3080955,-5.0,148496.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,-300.0,New,NotFound,166.0,,529.0,161.0,,,,,,,,New,NotFound,iOS 11.2.1,mobile safari 11.0,32.0,2048x1536,match_status:1,T,F,T,F,mobile,iOS Device
3081044,-10.0,343102.0,0.0,0.0,9.0,0.0,,,0.0,0.0,100.0,Found,49.0,-480.0,Found,Found,166.0,15.0,352.0,500.0,,,,,,,,Found,Found,Android 7.0,chrome 63.0 for android,32.0,,match_status:2,T,F,T,F,mobile,SM-G955U Build/NRD90M
3081055,-5.0,64132.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,-300.0,Found,Found,166.0,,529.0,600.0,,,,,,,,Found,Found,Windows 7,ie 11.0 for desktop,24.0,1920x1080,match_status:2,T,F,T,T,desktop,Trident/7.0
3081073,-5.0,91685.0,0.0,0.0,0.0,-98.0,,,0.0,0.0,100.0,NotFound,52.0,-300.0,Found,Found,166.0,,312.0,600.0,,,,,,,,Found,Found,Windows 10,chrome 63.0,24.0,1366x768,match_status:2,T,F,T,F,desktop,Windows
3081081,-5.0,62487.0,,,3.0,-16.0,,,0.0,0.0,91.43000030517578,NotFound,52.0,-300.0,New,NotFound,166.0,15.0,529.0,575.0,,,,,,,,Found,Found,Windows 7,chrome 63.0,24.0,1440x900,match_status:2,T,F,T,T,desktop,Windows
3081088,-5.0,280138.0,1.0,0.0,4.0,-9.0,,,1.0,0.0,100.0,Found,52.0,-300.0,Found,Found,166.0,15.0,410.0,489.0,,,,,,,,Found,Found,Windows 7,ie 11.0 for desktop,24.0,,match_status:2,T,F,T,T,desktop,Trident/7.0
3081101,-45.0,162017.0,0.0,0.0,14.0,-34.0,24.0,-36.0,0.0,0.0,100.0,NotFound,49.0,-480.0,Found,Found,166.0,12.0,317.0,146.0,252.0,14.0,IP_PROXY:TRANSPARENT,16.0,321.0,161.0,Found,Found,Found,iOS 11.2.1,mobile safari 11.0,32.0,2436x1125,match_status:1,T,F,F,F,mobile,iOS Device
3081140,-5.0,94198.0,0.0,0.0,10.0,-6.0,,,0.0,0.0,100.0,Found,49.0,-300.0,Found,Found,166.0,15.0,410.0,225.0,,,,,,,,Found,Found,iOS 11.2.1,mobile safari 11.0,32.0,2048x1536,match_status:1,T,F,T,F,mobile,iOS Device
3081162,-5.0,739474.0,0.0,0.0,5.0,-30.0,,,0.0,0.0,100.0,NotFound,49.0,-300.0,Found,Found,166.0,15.0,122.0,535.0,,,,,,,,Found,Found,iOS 10.3.3,mobile safari 10.0,32.0,1334x750,match_status:1,T,F,T,F,mobile,iOS Device
3081199,-45.0,168334.0,0.0,0.0,7.0,-30.0,,,0.0,0.0,100.0,Found,52.0,-300.0,Found,Found,166.0,12.0,410.0,549.0,,,,,,,,Found,Found,Windows 7,chrome 63.0,24.0,1280x712,match_status:2,T,F,T,F,desktop,Windows
3081207,-15.0,,,,,,,,,,,Found,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3081292,-5.0,144842.0,,,2.0,-5.0,,,0.0,0.0,95.16000366210938,NotFound,52.0,,New,NotFound,166.0,13.0,216.0,214.0,,,,,,,,Found,Found,,ie 11.0 for desktop,,,,F,F,T,T,desktop,rv:11.0
3081300,-5.0,100713.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,153.0,305.0,,,,,,,,Found,Found,,chrome 62.0,,,,F,F,T,T,desktop,Windows
3081307,0.0,158433.0,,,0.0,0.0,,,,,100.0,NotFound,,-300.0,New,NotFound,166.0,,215.0,484.0,,,,,,,,New,NotFound,Mac OS X 10.13,firefox 57.0,24.0,1440x900,match_status:2,T,F,T,T,desktop,rv:57.0
3081376,-5.0,145871.0,,,0.0,0.0,,,0.0,0.0,96.97000122070312,NotFound,52.0,-300.0,New,NotFound,166.0,,186.0,600.0,,,,,,,,Found,Found,Windows 10,chrome 63.0,24.0,,match_status:2,T,F,T,F,desktop,Windows
3081406,-5.0,80327.0,,,0.0,0.0,,,0.0,0.0,97.05999755859376,NotFound,49.0,-300.0,New,NotFound,166.0,15.0,100.0,549.0,,,,,,,,Found,Found,Mac OS X 10_12_3,safari generic,24.0,1366x768,match_status:2,T,F,F,F,desktop,MacOS
3081422,-15.0,,,,,,,,,,,NotFound,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3081424,0.0,437783.0,,,11.0,-3.0,,,,,100.0,NotFound,,,New,NotFound,225.0,,337.0,417.0,,,,,,,,New,NotFound,,chrome 62.0 for android,,,,F,F,T,T,mobile,Moto C Plus Build/NRD90M.05.022
3081437,-5.0,94697.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,-300.0,Found,Found,166.0,,144.0,549.0,,,,,,,,Found,Found,Windows 7,chrome 63.0,24.0,1920x1080,match_status:2,T,F,T,T,desktop,Windows
3081439,-5.0,144502.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,52.0,-300.0,Found,Found,166.0,,633.0,391.0,,,,,,,,Found,Found,Windows 10,chrome 63.0,24.0,1920x1080,match_status:2,T,F,T,F,desktop,Windows
3081454,-10.0,55961.0,,,0.0,-9.0,9.0,-25.0,,,100.0,NotFound,49.0,-300.0,New,NotFound,166.0,15.0,482.0,256.0,692.0,14.0,IP_PROXY:TRANSPARENT,15.0,402.0,102.0,Found,New,NotFound,iOS 11.2.1,mobile safari 11.0,32.0,2208x1242,match_status:1,T,F,F,T,mobile,iOS Device
3081456,-5.0,266047.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,52.0,-300.0,Found,Found,166.0,,633.0,391.0,,,,,,,,Found,Found,Windows 10,chrome 63.0,24.0,1920x1080,match_status:2,T,F,T,F,desktop,Windows
3081471,-5.0,185113.0,,,0.0,-19.0,,,,,100.0,NotFound,25.0,,New,NotFound,183.0,15.0,410.0,432.0,,,,,,,,New,NotFound,,chrome 63.0 for android,,,,F,F,T,T,mobile,G8141 Build/47.1.A.5.51
3081491,-5.0,67290.0,,,0.0,-15.0,,,,,100.0,NotFound,49.0,-300.0,New,NotFound,166.0,15.0,642.0,391.0,,,,,,,,New,NotFound,iOS 11.2.0,mobile safari 11.0,32.0,1334x750,match_status:1,T,F,F,T,mobile,iOS Device
3081496,-10.0,290282.0,,,20.0,-100.0,,,,,100.0,NotFound,63.0,-360.0,New,NotFound,166.0,13.0,121.0,600.0,,,,,,,,New,NotFound,Windows 7,ie 11.0 for desktop,24.0,1366x768,match_status:2,T,F,F,T,desktop,Trident/7.0
3081526,-5.0,448856.0,,,10.0,-9.0,,,7.0,-3.0,96.5500030517578,NotFound,52.0,-300.0,New,NotFound,166.0,13.0,444.0,222.0,,,,,,,,Found,Found,Windows 10,ie 11.0 for desktop,24.0,1920x1200,,T,F,T,T,desktop,Windows
3081531,0.0,72008.0,,,5.0,-7.0,,,,,100.0,NotFound,,-300.0,New,NotFound,166.0,12.0,193.0,533.0,,,,,,,,New,NotFound,Windows 7,ie 11.0 for desktop,24.0,1280x1024,match_status:2,T,T,T,T,desktop,Trident/7.0
3081578,-5.0,130053.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,49.0,-360.0,Found,Found,166.0,,178.0,214.0,,,,,,,,Found,Found,Mac OS X 10_12_6,chrome 63.0,24.0,1920x1080,match_status:2,T,F,T,F,desktop,MacOS
3081580,-5.0,51597.0,1.0,0.0,25.0,-100.0,,,1.0,0.0,100.0,NotFound,52.0,-300.0,Found,Found,166.0,12.0,410.0,368.0,,,,,,,,Found,Found,Windows 7,chrome 63.0,24.0,1280x1024,match_status:2,T,F,T,T,desktop,Windows
3081605,-5.0,333425.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,49.0,-360.0,Found,Found,166.0,,178.0,214.0,,,,,,,,Found,Found,Mac OS X 10_12_6,chrome 63.0,24.0,1920x1080,match_status:2,T,F,T,F,desktop,MacOS
3081616,-5.0,95629.0,,,0.0,0.0,,,0.0,0.0,97.02999877929688,NotFound,49.0,-300.0,New,NotFound,166.0,15.0,529.0,600.0,,,,,,,,Found,Found,Mac OS X 10_9_5,safari generic,24.0,1440x900,match_status:2,T,F,F,T,desktop,MacOS
3081640,-5.0,395989.0,,,26.0,-100.0,,,,,100.0,NotFound,52.0,-300.0,New,NotFound,166.0,13.0,410.0,277.0,,,,,,,,New,NotFound,Windows 7,chrome 62.0,24.0,1280x1024,match_status:2,T,F,T,F,desktop,Windows
3081642,-5.0,66350.0,0.0,0.0,20.0,-21.0,,,0.0,0.0,100.0,NotFound,49.0,-480.0,Found,Found,166.0,13.0,622.0,222.0,,,,,,,,Found,Found,Mac OS X 10_12_3,chrome 63.0,24.0,1440x900,match_status:2,T,F,T,F,desktop,MacOS
3081663,-30.0,110027.0,,,1.0,-16.0,18.0,-26.0,,,100.0,NotFound,49.0,-360.0,New,NotFound,166.0,12.0,122.0,597.0,252.0,14.0,IP_PROXY:TRANSPARENT,11.0,321.0,142.0,Found,New,NotFound,iOS 11.1.1,mobile safari 11.0,32.0,1136x640,match_status:1,T,F,F,T,mobile,iOS Device
3081692,-5.0,127243.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,-300.0,New,NotFound,166.0,,390.0,549.0,,,,,,,,New,NotFound,iOS 10.2.0,mobile safari 10.0,32.0,1334x750,match_status:1,T,F,F,T,mobile,iOS Device
3081709,-40.0,70065.0,,,8.0,-16.0,5.0,-28.0,,,100.0,NotFound,11.0,-360.0,New,NotFound,166.0,12.0,317.0,333.0,252.0,14.0,IP_PROXY:TRANSPARENT,15.0,321.0,194.0,Found,New,NotFound,iOS 11.0.3,mobile safari 11.0,32.0,2208x1242,match_status:1,T,F,T,T,mobile,iOS Device
3081713,-5.0,130674.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,-300.0,New,NotFound,166.0,,529.0,178.0,,,,,,,,New,NotFound,Mac OS X 10_13_2,safari generic,24.0,1440x900,match_status:2,T,F,F,F,desktop,MacOS
3081714,0.0,34888.0,,,0.0,0.0,,,,,100.0,NotFound,,-300.0,New,NotFound,166.0,,215.0,500.0,,,,,,,,New,NotFound,Mac OS X 10_12_2,chrome 63.0,24.0,4096x2304,match_status:2,T,F,T,T,desktop,MacOS
3081720,-5.0,61075.0,0.0,0.0,1.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,-300.0,Found,Found,166.0,,100.0,500.0,,,,,,,,Found,Found,Windows 7,chrome 63.0,24.0,1366x768,match_status:2,T,F,T,F,desktop,Windows
3081727,-17.0,114681.0,,,,,-5.0,-45.0,0.0,-23.0,91.25,NotFound,52.0,-300.0,New,NotFound,,,,,453.0,14.0,IP_PROXY:ANONYMOUS,11.0,239.0,102.0,Found,Found,Found,Windows 7,ie 11.0 for desktop,24.0,1024x768,match_status:2,T,F,T,T,desktop,Trident/7.0
3081729,-5.0,97088.0,,,1.0,-5.0,,,,,100.0,NotFound,52.0,-360.0,New,NotFound,166.0,,548.0,214.0,,,,,,,,New,NotFound,Windows 10,firefox 57.0,24.0,1366x768,match_status:2,T,F,T,F,desktop,Windows
3081874,-5.0,120718.0,,,0.0,0.0,,,0.0,0.0,97.12000274658205,Found,52.0,-480.0,New,NotFound,166.0,,193.0,222.0,,,,,,,,Found,Found,Windows 10,chrome 63.0,24.0,1920x1080,match_status:2,T,F,T,F,desktop,Windows
3081913,-5.0,6078.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,52.0,-300.0,Found,Found,166.0,13.0,410.0,256.0,,,,,,,,Found,Found,Windows 7,firefox 52.0,24.0,1600x900,match_status:2,T,F,T,F,desktop,Windows
3081922,-10.0,173845.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,427.0,507.0,,,,,,,,Found,Found,,chrome 63.0,,,,F,F,T,T,desktop,Windows
3081945,-5.0,69688.0,,,0.0,0.0,,,0.0,0.0,97.12000274658205,NotFound,52.0,-420.0,New,NotFound,166.0,,399.0,266.0,,,,,,,,Found,Found,Windows 10,chrome 63.0,24.0,1366x768,match_status:2,T,F,T,F,desktop,Windows
3081961,-5.0,26931.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,-300.0,Found,Found,166.0,,215.0,600.0,,,,,,,,Found,Found,Windows 10,chrome 63.0,24.0,1920x1080,match_status:2,T,F,T,T,desktop,Windows
3081968,-5.0,65295.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,-300.0,New,NotFound,166.0,,542.0,500.0,,,,,,,,New,NotFound,iOS 10.3.2,mobile safari 10.0,32.0,2048x1536,match_status:1,T,F,F,T,mobile,iOS Device
3082010,-5.0,61563.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,-360.0,Found,Found,166.0,,529.0,299.0,,,,,,,,Found,Found,Windows 7,chrome 63.0,24.0,1920x1080,match_status:2,T,F,T,F,desktop,Windows
3082019,-5.0,95544.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,-360.0,Found,Found,166.0,,529.0,214.0,,,,,,,,Found,Found,Windows 7,chrome 63.0,24.0,1920x1080,match_status:2,T,F,T,F,desktop,Windows
3082074,-5.0,79392.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,52.0,-300.0,Found,Found,166.0,,548.0,277.0,,,,,,,,Found,Found,Windows 7,ie 11.0 for desktop,24.0,1366x768,match_status:2,T,F,T,T,desktop,Trident/7.0
3082090,-5.0,143435.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,49.0,-300.0,Found,Found,166.0,,633.0,391.0,,,,,,,,Found,Found,Android 7.1.1,chrome 63.0 for android,32.0,,match_status:2,T,F,T,F,mobile,SM-N950U Build/NMF26X
3082105,-5.0,112345.0,,,,,,,,,100.0,NotFound,49.0,-300.0,New,NotFound,166.0,,100.0,391.0,,,,,,,,New,NotFound,iOS 11.2.1,mobile safari generic,32.0,1334x750,match_status:2,T,F,T,F,mobile,iOS Device
3082120,-5.0,110046.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,-300.0,New,NotFound,166.0,15.0,100.0,501.0,,,,,,,,New,NotFound,iOS 11.1.1,mobile safari 11.0,32.0,1334x750,match_status:1,T,F,F,F,mobile,iOS Device
3082151,-15.0,,,,,,,,,,,NotFound,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3082166,-5.0,277508.0,0.0,0.0,0.0,-1.0,,,0.0,0.0,100.0,NotFound,52.0,-480.0,Found,Found,166.0,,215.0,177.0,,,,,,,,Found,Found,Windows 10,edge 16.0,24.0,1366x768,match_status:2,T,F,T,T,desktop,Windows
3082170,-5.0,66997.0,0.0,0.0,,,,,0.0,0.0,100.0,NotFound,49.0,-420.0,Found,Found,166.0,,410.0,472.0,,,,,,,,Found,Found,Mac OS X 10_13_2,safari generic,24.0,2560x1440,match_status:2,T,F,T,F,desktop,MacOS
3082182,-5.0,96773.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,49.0,-420.0,Found,Found,166.0,,410.0,472.0,,,,,,,,Found,Found,Mac OS X 10_13_2,safari generic,24.0,2560x1440,match_status:2,T,F,T,F,desktop,MacOS
3082184,-5.0,224772.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,-300.0,New,NotFound,166.0,,542.0,600.0,,,,,,,,New,NotFound,iOS 11.2.1,mobile safari 11.0,32.0,2436x1125,match_status:1,T,F,F,T,mobile,iOS Device
3082186,0.0,160846.0,,,0.0,0.0,,,,,100.0,Found,,-300.0,New,NotFound,166.0,15.0,193.0,489.0,,,,,,,,New,NotFound,Windows 7,ie 11.0 for desktop,24.0,1920x1080,match_status:2,T,T,T,T,desktop,Trident/7.0
3082194,-15.0,112020.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,427.0,507.0,,,,,,,,Found,Found,,chrome 63.0,,,,F,F,T,T,desktop,Windows
3082217,-60.0,41155.0,,,20.0,-52.0,0.0,-12.0,,,100.0,NotFound,52.0,-300.0,New,NotFound,166.0,15.0,373.0,597.0,131.0,14.0,IP_PROXY:TRANSPARENT,,205.0,147.0,Found,New,NotFound,Windows 7,chrome 63.0,24.0,1920x1080,match_status:2,T,F,T,F,desktop,Windows
3082223,-5.0,120078.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,-480.0,New,NotFound,166.0,,253.0,222.0,,,,,,,,New,NotFound,Windows 10,edge 16.0,24.0,,match_status:0,T,F,T,T,desktop,Windows
3082225,-5.0,22215.0,0.0,0.0,0.0,-9.0,,,0.0,0.0,100.0,NotFound,52.0,-420.0,Found,Found,166.0,13.0,341.0,225.0,,,,,,,,Found,Found,Windows 10,chrome 63.0,24.0,1280x1024,match_status:2,T,F,T,T,desktop,Windows
3082260,-5.0,193911.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,52.0,-300.0,Found,Found,166.0,,320.0,277.0,,,,,,,,Found,Found,Windows 10,edge 16.0,24.0,1600x900,match_status:2,T,F,T,T,desktop,Windows
3082305,-5.0,87832.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,-300.0,New,NotFound,166.0,,100.0,535.0,,,,,,,,New,NotFound,Windows 7,firefox 57.0,24.0,1920x1080,match_status:2,T,F,T,F,desktop,Windows
3082316,-45.0,385560.0,,,5.0,-34.0,29.0,-24.0,,,100.0,NotFound,49.0,-300.0,New,NotFound,166.0,12.0,317.0,214.0,252.0,14.0,IP_PROXY:TRANSPARENT,11.0,321.0,147.0,Found,New,NotFound,iOS 11.0.0,mobile safari 11.0,32.0,2208x1242,match_status:1,T,F,F,T,mobile,iOS Device
3082334,-5.0,68802.0,,,1.0,-5.0,,,,,100.0,NotFound,49.0,-300.0,New,NotFound,166.0,15.0,352.0,549.0,,,,,,,,New,NotFound,iOS 11.1.2,mobile safari 11.0,32.0,2001x1125,match_status:1,T,F,F,F,mobile,iOS Device
3082342,-5.0,116451.0,,,-5.0,-10.0,,,,,100.0,NotFound,52.0,-360.0,New,NotFound,166.0,,529.0,253.0,,,,,,,,New,NotFound,Windows 7,chrome 63.0,24.0,1360x768,match_status:2,T,F,T,F,desktop,Windows
3082345,-5.0,529340.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,52.0,-300.0,Found,Found,166.0,,320.0,277.0,,,,,,,,Found,Found,Windows 10,edge 16.0,24.0,1600x900,match_status:2,T,F,T,T,desktop,Windows
3082350,-10.0,35364.0,0.0,0.0,1.0,0.0,,,0.0,0.0,100.0,Found,52.0,,Found,Found,166.0,,613.0,256.0,,,,,,,,Found,Found,,chrome 63.0,,,match_status:2,F,F,T,F,desktop,Windows
3082410,-10.0,221027.0,0.0,0.0,1.0,0.0,,,0.0,0.0,100.0,Found,52.0,-300.0,Found,Found,166.0,,613.0,256.0,,,,,,,,Found,Found,Windows 10,chrome 63.0,24.0,1920x1080,match_status:2,T,F,T,F,desktop,Windows
3082423,-5.0,63239.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,-300.0,Found,NotFound,166.0,,312.0,277.0,,,,,,,,Found,NotFound,Windows 7,chrome 63.0,24.0,1600x900,match_status:2,T,F,T,T,desktop,Windows
3082432,-5.0,188769.0,,,,,,,,,100.0,NotFound,49.0,-480.0,New,NotFound,166.0,,664.0,222.0,,,,,,,,New,NotFound,Mac OS X 10_12_3,safari generic,24.0,5120x2880,match_status:2,T,F,F,F,desktop,MacOS
3082459,-45.0,136237.0,,,9.0,-19.0,8.0,-38.0,,,100.0,NotFound,49.0,-360.0,New,NotFound,166.0,12.0,317.0,333.0,252.0,14.0,IP_PROXY:TRANSPARENT,15.0,321.0,194.0,Found,New,NotFound,iOS 11.1.2,mobile safari 11.0,32.0,2436x1125,match_status:1,T,F,F,F,mobile,iOS Device
3082509,-10.0,101460.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,254.0,507.0,,,,,,,,Found,Found,,chrome 63.0,,,,F,F,T,T,desktop,Windows
3082521,-5.0,69215.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,-300.0,Found,Found,166.0,,215.0,484.0,,,,,,,,Found,Found,Windows 10,chrome 63.0,24.0,1920x1080,match_status:2,T,F,T,F,desktop,Windows
3082544,-5.0,27806.0,0.0,0.0,3.0,-5.0,,,0.0,0.0,100.0,NotFound,52.0,-360.0,Found,Found,166.0,12.0,410.0,214.0,,,,,,,,Found,Found,Windows 7,chrome 63.0,24.0,1920x1080,match_status:2,T,F,T,F,desktop,Windows
3082552,-5.0,128626.0,,,1.0,0.0,,,,,100.0,NotFound,49.0,-300.0,New,NotFound,166.0,,277.0,439.0,,,,,,,,New,NotFound,iOS 11.2.1,mobile safari 11.0,32.0,2208x1242,match_status:1,T,F,F,T,mobile,iOS Device
3082558,-5.0,282514.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,-360.0,New,NotFound,225.0,,427.0,595.0,,,,,,,,New,NotFound,,chrome 49.0,,,,F,T,T,F,desktop,
3082571,-5.0,114455.0,,,0.0,-1.0,,,,,100.0,NotFound,52.0,-300.0,New,NotFound,166.0,,390.0,489.0,,,,,,,,New,NotFound,Windows 10,chrome 63.0,24.0,1920x1080,match_status:2,T,F,T,F,desktop,Windows
3082598,-10.0,90438.0,,,0.0,-8.0,,,,,100.0,NotFound,52.0,,Found,NotFound,225.0,,427.0,507.0,,,,,,,,Found,NotFound,,chrome 63.0,,,,F,F,T,T,desktop,Windows
3082603,-5.0,114321.0,,,0.0,0.0,,,,,100.0,Found,52.0,-480.0,New,NotFound,166.0,,548.0,222.0,,,,,,,,New,NotFound,Windows 8.1,chrome 62.0,24.0,1366x768,match_status:2,T,F,T,F,desktop,Windows
3082606,-5.0,64605.0,,,1.0,-9.0,,,0.0,0.0,92.94000244140624,NotFound,52.0,-360.0,New,NotFound,166.0,,287.0,215.0,,,,,,,,Found,Found,Windows 7,chrome 63.0,24.0,1920x1080,match_status:2,T,F,T,F,desktop,Windows
3082616,-5.0,57099.0,,,4.0,0.0,,,0.0,0.0,97.12000274658205,NotFound,52.0,-420.0,New,NotFound,166.0,13.0,621.0,225.0,,,,,,,,Found,Found,Windows 7,chrome 63.0,24.0,1920x1080,match_status:2,T,F,T,F,desktop,Windows
3082619,-5.0,192220.0,,,0.0,0.0,,,0.0,0.0,97.12000274658205,NotFound,52.0,-300.0,New,NotFound,166.0,15.0,100.0,489.0,,,,,,,,Found,Found,Windows 10,chrome 63.0,24.0,1600x900,match_status:2,T,F,T,F,desktop,Windows
3082645,-5.0,47635.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,-300.0,Found,Found,166.0,,410.0,368.0,,,,,,,,Found,Found,Windows 7,chrome 63.0,24.0,1440x900,match_status:2,T,F,T,T,desktop,Windows
3082659,-5.0,102809.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,-360.0,New,NotFound,166.0,,529.0,214.0,,,,,,,,New,NotFound,Windows 10,chrome 62.0,24.0,1366x768,match_status:2,T,F,T,T,desktop,Windows
3082675,-5.0,103241.0,,,10.0,-23.0,,,,,100.0,Found,49.0,-360.0,New,NotFound,166.0,13.0,122.0,214.0,,,,,,,,New,NotFound,iOS 11.1.2,mobile safari 11.0,32.0,2001x1125,match_status:1,T,F,F,F,mobile,iOS Device
3082707,-5.0,59665.0,0.0,0.0,4.0,-10.0,,,0.0,0.0,100.0,NotFound,49.0,-300.0,Found,Found,166.0,15.0,352.0,280.0,,,,,,,,Found,Found,iOS 10.3.1,mobile safari 10.0,32.0,1136x640,,T,F,F,T,mobile,iOS Device
3082715,0.0,110198.0,0.0,0.0,23.0,-12.0,,,0.0,0.0,100.0,Found,,-360.0,Found,Found,166.0,13.0,620.0,333.0,,,,,,,,Found,Found,iOS 11.2.1,mobile safari 11.0,32.0,2208x1242,match_status:1,T,F,T,T,mobile,iOS Device
3082721,-5.0,62048.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,49.0,-480.0,Found,Found,166.0,,410.0,394.0,,,,,,,,Found,Found,iOS 11.2.1,mobile safari 11.0,32.0,1334x750,match_status:1,T,F,F,T,mobile,iOS Device
3082794,-5.0,67161.0,0.0,0.0,1.0,0.0,,,0.0,0.0,100.0,NotFound,25.0,,Found,Found,225.0,,266.0,507.0,,,,,,,,Found,Found,,mobile safari generic,,,,F,F,T,T,mobile,
3082797,-5.0,194297.0,,,0.0,0.0,,,0.0,0.0,95.08000183105467,NotFound,52.0,,New,NotFound,225.0,,427.0,325.0,,,,,,,,Found,Found,,chrome 63.0,,,,F,F,T,T,desktop,Windows
3082825,-5.0,57596.0,,,1.0,-4.0,,,,,100.0,NotFound,52.0,-300.0,New,NotFound,166.0,13.0,410.0,489.0,,,,,,,,New,NotFound,Windows 10,firefox,24.0,1920x1080,match_status:2,T,F,T,F,desktop,rv:52.0
3082829,-20.0,170641.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,,266.0,566.0,,,,,,,,New,NotFound,,chrome 63.0,,,,F,F,T,T,desktop,Windows
3082839,-5.0,521898.0,0.0,0.0,14.0,-23.0,,,0.0,0.0,100.0,Found,49.0,-360.0,Found,Found,166.0,15.0,620.0,333.0,,,,,,,,Found,Found,iOS 11.2.0,mobile safari 11.0,32.0,1334x750,match_status:1,T,F,F,T,mobile,iOS Device
3082869,-25.0,82115.0,,,19.0,-33.0,28.0,-47.0,,,100.0,NotFound,49.0,-480.0,New,NotFound,166.0,12.0,317.0,222.0,252.0,14.0,IP_PROXY:TRANSPARENT,16.0,321.0,161.0,Found,New,NotFound,Android 7.0,chrome 63.0 for android,32.0,,match_status:2,T,F,T,F,mobile,SM-G955U Build/NRD90M
3082889,-5.0,86796.0,,,4.0,0.0,,,0.0,0.0,96.19000244140624,NotFound,52.0,-180.0,New,NotFound,100.0,,410.0,314.0,,,,,,,,Found,Found,Windows 10,chrome 63.0,24.0,1366x768,match_status:2,T,F,T,T,desktop,Windows
